experiment_id,metric,value,ci_low,ci_high
logit_regularizado_02,accuracy,0.8131868131868132,0.8139004905349948,0.823388886754382
logit_regularizado_02,precision,0.8478260869565217,0.8472409659502887,0.858981270154718
logit_regularizado_02,recall,0.7959183673469388,0.7948620845510219,0.8081233499823839
logit_regularizado_02,specificity,0.8333333333333334,0.8326964383485842,0.84534519844583
logit_regularizado_02,f1,0.8210526315789474,0.820090307126053,0.8299127963184059
logit_regularizado_02,roc_auc,0.8931000971817298,0.8914444867538897,0.8994344023354172
logit_regularizado_02,pr_auc,0.8952602964714654,0.8938026784981435,0.903868047126951
